Sp.Scien.jetz;Sp.Eng.jetz;Sp.Scien.hbw;Sp.Eng.hbw;Match_jetz_birdlife;Order;strategy_3;distance_4;distance_quanti_RES0;distance_quanti_ALL
Tarsiger_hyperythrus;Rufous-breasted-Bush-robin;Tarsiger_hyperythrus;Rufous-breasted-Bush-robin;Tarsiger_hyperythrus;PASSERIFORMES;partial_mig;short;221,0704237;221,0704237
Tarsiger_indicus;White-browed-Bush-robin;Tarsiger_indicus;White-browed-Bush-robin;Tarsiger_indicus;PASSERIFORMES;resident;resident;0;256,5151783
Tarsiger_johnstoniae;Collared-Bush-robin;Tarsiger_johnstoniae;Collared-Bush-robin;Tarsiger_johnstoniae;PASSERIFORMES;resident;resident;0;40,66038862
Tauraco_bannermani;Bannermans-Turaco;Tauraco_bannermani;Bannermans-Turaco;Tauraco_bannermani;MUSOPHAGIFORMES;resident;resident;0;26,08201821
Tauraco_corythaix;Knysna-Turaco;Tauraco_corythaix;Knysna-Turaco;Tauraco_corythaix;MUSOPHAGIFORMES;resident;resident;0;133,1833528
Tauraco_erythrolophus;Red-crested-Turaco;Tauraco_erythrolophus;Red-crested-Turaco;Tauraco_erythrolophus;MUSOPHAGIFORMES;resident;resident;0;129,749273
Tauraco_fischeri;Fischers-Turaco;Tauraco_fischeri;Fischers-Turaco;Tauraco_fischeri;MUSOPHAGIFORMES;resident;resident;0;92,54234683
Tauraco_hartlaubi;Hartlaubs-Turaco;Tauraco_hartlaubi;Hartlaubs-Turaco;Tauraco_hartlaubi;MUSOPHAGIFORMES;resident;resident;0;140,4982716
Tauraco_leucolophus;White-crested-Turaco;Tauraco_leucolophus;White-crested-Turaco;Tauraco_leucolophus;MUSOPHAGIFORMES;resident;resident;0;328,3941661
Tauraco_leucotis;White-cheeked-Turaco;Tauraco_leucotis;White-cheeked-Turaco;Tauraco_leucotis;MUSOPHAGIFORMES;resident;resident;0;236,1412247
Tauraco_livingstonii;Livingstones-Turaco;Tauraco_livingstonii;Livingstones-Turaco;Tauraco_livingstonii;MUSOPHAGIFORMES;resident;resident;0;278,0675091
Tauraco_macrorhynchus;Yellow-billed-Turaco;Tauraco_macrorhynchus;Yellow-billed-Turaco;Tauraco_macrorhynchus;MUSOPHAGIFORMES;resident;resident;0;334,2686963
Tauraco_persa;Guinea-Turaco;Tauraco_persa;Green-Turaco;Tauraco_persa;MUSOPHAGIFORMES;resident;resident;0;497,6587498
Tauraco_porphyreolophus;Purple-crested-Turaco;Gallirex_porphyreolophus;Purple-crested-Turaco;Gallirex_porphyreolophus;MUSOPHAGIFORMES;resident;resident;0;399,0362222
Tauraco_ruspolii;Prince-Ruspolis-Turaco;Tauraco_ruspolii;Ruspolis-Turaco;Tauraco_ruspolii;MUSOPHAGIFORMES;resident;resident;0;36,86074173
Tauraco_schalowi;Schalows-Turaco;Tauraco_schalowi;Schalows-Turaco;Tauraco_schalowi;MUSOPHAGIFORMES;resident;resident;0;379,7895759
Tauraco_schuetti;Black-billed-Turaco;Tauraco_schuettii;Black-billed-Turaco;Tauraco_schuettii;MUSOPHAGIFORMES;resident;resident;0;367,4112992
Tchagra_australis;Brown-crowned-Tchagra;Tchagra_australis;Brown-crowned-Tchagra;Tchagra_australis;PASSERIFORMES;resident;resident;0;831,886456
Tchagra_jamesi;Three-streaked-Tchagra;Tchagra_jamesi;Three-streaked-Tchagra;Tchagra_jamesi;PASSERIFORMES;resident;resident;0;300,0662842
Tchagra_minutus;Marsh-Tchagra;Tchagra_minutus;Marsh-Tchagra;Tchagra_minutus;PASSERIFORMES;resident;resident;0;704,4677756
Tchagra_senegalus;Black-crowned-Tchagra;Tchagra_senegalus;Black-crowned-Tchagra;Tchagra_senegalus;PASSERIFORMES;resident;resident;0;1100,056123
Tchagra_tchagra;Southern-Tchagra;Tchagra_tchagra;Southern-Tchagra;Tchagra_tchagra;PASSERIFORMES;resident;resident;0;158,3787905
Telacanthura_melanopygia;Black-Spinetail;Telacanthura_melanopygia;Black-Spinetail;Telacanthura_melanopygia;CAPRIMULGIFORMES;resident;resident;0;247,5128929
Telacanthura_ussheri;Mottled-Spinetail;Telacanthura_ussheri;Mottled-Spinetail;Telacanthura_ussheri;CAPRIMULGIFORMES;resident;resident;0;799,994283
Teledromas_fuscus;Sandy-Gallito;Teledromas_fuscus;Sandy-Gallito;Teledromas_fuscus;PASSERIFORMES;resident;resident;0;196,9129003
Telespiza_cantans;Laysan-Finch;Telespiza_cantans;Laysan-Finch;Telespiza_cantans;PASSERIFORMES;resident;resident;0;0
Telespiza_ultima;Nihoa-Finch;Telespiza_ultima;Nihoa-Finch;Telespiza_ultima;PASSERIFORMES;resident;resident;0;0
Telophorus_bocagei;Grey-green-Bush-shrike;Chlorophoneus_bocagei;Bocages-Bush-shrike;Telophorus_bocagei;PASSERIFORMES;resident;resident;0;352,365284
Telophorus_dohertyi;Dohertys-Bush-shrike;Telophorus_dohertyi;Dohertys-Bush-shrike;Telophorus_dohertyi;PASSERIFORMES;resident;resident;0;112,7746779
Telophorus_kupeensis;Mount-Kupe-Bush-shrike;Chlorophoneus_kupeensis;Mount-Kupe-Bush-shrike;Telophorus_kupeensis;PASSERIFORMES;resident;resident;0;0
Telophorus_multicolor;Many-coloured-Bush-shrike;Chlorophoneus_multicolor;Many-coloured-Bush-shrike;Telophorus_multicolor;PASSERIFORMES;resident;resident;0;443,8530116
Telophorus_nigrifrons;Black-fronted-Bush-shrike;Chlorophoneus_nigrifrons;Black-fronted-Bush-shrike;Telophorus_nigrifrons;PASSERIFORMES;resident;resident;0;272,2985347
Telophorus_olivaceus;Olive-Bush-shrike;Chlorophoneus_olivaceus;Olive-Bush-shrike;Telophorus_olivaceus;PASSERIFORMES;resident;resident;0;211,1902048
Telophorus_quadricolor;Four-coloured-Bush-shrike;Telophorus_viridis;Gorgeous-Bush-shrike;Telophorus_quadricolor;PASSERIFORMES;resident;resident;0;224,1395126
Telophorus_sulfureopectus;Sulphur-breasted-Bush-shrike;Chlorophoneus_sulfureopectus;Orange-breasted-Bush-shrike;Telophorus_sulfureopectus;PASSERIFORMES;resident;resident;0;920,9866702
Telophorus_zeylonus;Bokmakierie-Bush-shrike;Telophorus_zeylonus;Bokmakierie;Telophorus_zeylonus;PASSERIFORMES;resident;resident;0;320,6886854
Temnurus_temnurus;Ratchet-tailed-Treepie;Temnurus_temnurus;Ratchet-tailed-Treepie;Temnurus_temnurus;PASSERIFORMES;resident;resident;0;165,0731991
Tephrodornis_gularis;Large-Woodshrike;Tephrodornis_virgatus;Large-Wood-shrike;Tephrodornis_gularis;PASSERIFORMES;resident;resident;0;758,2606513
Tephrodornis_pondicerianus;Common-Woodshrike;Tephrodornis_pondicerianus;Common-Wood-shrike;Tephrodornis_pondicerianus;PASSERIFORMES;resident;resident;0;617,6894163
Tephrozosterops_stalkeri;Bicoloured-White-eye;Tephrozosterops_stalkeri;Bicoloured-White-eye;Tephrozosterops_stalkeri;PASSERIFORMES;resident;resident;0;36,85921353
Terathopius_ecaudatus;Bateleur;Terathopius_ecaudatus;Bateleur;Terathopius_ecaudatus;ACCIPITRIFORMES;resident;resident;0;1044,494848
Terenotriccus_erythrurus;Ruddy-tailed-Flycatcher;Terenotriccus_erythrurus;Ruddy-tailed-Flycatcher;Terenotriccus_erythrurus;PASSERIFORMES;resident;resident;0;717,2031362
Terenura_callinota;Rufous-rumped-Antwren;Terenura_callinota;Rufous-rumped-Antwren;Terenura_callinota;PASSERIFORMES;resident;resident;0;158,7838931
Terenura_humeralis;Chestnut-shouldered-Antwren;Terenura_humeralis;Chestnut-shouldered-Antwren;Terenura_humeralis;PASSERIFORMES;resident;resident;0;295,6832225
Terenura_maculata;Streak-capped-Antwren;Terenura_maculata;Streak-capped-Antwren;Terenura_maculata;PASSERIFORMES;resident;resident;0;244,0725808
Terenura_sharpei;Yellow-rumped-Antwren;Terenura_sharpei;Yellow-rumped-Antwren;Terenura_sharpei;PASSERIFORMES;resident;resident;0;25,66495313
Terenura_sicki;Orange-bellied-Antwren;Terenura_sicki;Orange-bellied-Antwren;Terenura_sicki;PASSERIFORMES;resident;resident;0;18,43364398
Terenura_spodioptila;Ash-winged-Antwren;Terenura_spodioptila;Ash-winged-Antwren;Terenura_spodioptila;PASSERIFORMES;resident;resident;0;379,1060545
Teretistris_fernandinae;Yellow-headed-Warbler;Teretistris_fernandinae;Yellow-headed-Warbler;Teretistris_fernandinae;PASSERIFORMES;resident;resident;0;63,41368778
Teretistris_fornsi;Oriente-Warbler;Teretistris_fornsi;Oriente-Warbler;Teretistris_fornsi;PASSERIFORMES;resident;resident;0;77,96270656
Terpsiphone_atrocaudata;Japanese-Paradise-flycatcher;Terpsiphone_atrocaudata;Japanese-Paradise-flycatcher;Terpsiphone_atrocaudata;PASSERIFORMES;strict_mig;variable;2701,874448;2701,874448
Terpsiphone_atrochalybeia;Sao-Tome-Paradise-flycatcher;Terpsiphone_atrochalybeia;Sao-Tome-Paradise-flycatcher;Terpsiphone_atrochalybeia;PASSERIFORMES;resident;resident;0;18,42904814
Terpsiphone_bedfordi;Bedfords-Paradise-flycatcher;Terpsiphone_bedfordi;Bedfords-Paradise-flycatcher;Terpsiphone_bedfordi;PASSERIFORMES;resident;resident;0;66,74741601
Terpsiphone_bourbonnensis;Mascarene-Paradise-flycatcher;Terpsiphone_bourbonnensis;Mascarene-Paradise-flycatcher;Terpsiphone_bourbonnensis;PASSERIFORMES;resident;resident;0;25,29548489
Terpsiphone_cinnamomea;Rufous-Paradise-flycatcher;Terpsiphone_cinnamomea;Rufous-Paradise-flycatcher;Terpsiphone_cinnamomea;PASSERIFORMES;resident;resident;0;195,4895629
Terpsiphone_corvina;Seychelles-Paradise-flycatcher;Terpsiphone_corvina;Seychelles-Paradise-flycatcher;Terpsiphone_corvina;PASSERIFORMES;resident;resident;0;0
Terpsiphone_cyanescens;Blue-Paradise-flycatcher;Terpsiphone_cyanescens;Blue-Paradise-flycatcher;Terpsiphone_cyanescens;PASSERIFORMES;resident;resident;0;41,17393668
Terpsiphone_mutata;Madagascar-Paradise-flycatcher;Terpsiphone_mutata;Madagascar-Paradise-flycatcher;Terpsiphone_mutata;PASSERIFORMES;resident;resident;0;203,9701673
Terpsiphone_paradisi;Asian-Paradise-flycatcher;Terpsiphone_paradisi;Asian-Paradise-flycatcher;Terpsiphone_paradisi;PASSERIFORMES;partial_mig;variable;1608,86643;1608,86643
Terpsiphone_rufiventer;Black-headed-Paradise-flycatcher;Terpsiphone_rufiventer;Red-bellied-Paradise-flycatcher;Terpsiphone_rufiventer;PASSERIFORMES;resident;resident;0;616,2370656
Terpsiphone_rufocinerea;Rufous-vented-Paradise-flycatcher;Terpsiphone_rufocinerea;Rufous-vented-Paradise-flycatcher;Terpsiphone_rufocinerea;PASSERIFORMES;resident;resident;0;414,7704059
Terpsiphone_viridis;African-Paradise-flycatcher;Terpsiphone_viridis;African-Paradise-flycatcher;Terpsiphone_viridis;PASSERIFORMES;resident;resident;0;1019,977135
Tersina_viridis;Swallow-Tanager;Tersina_viridis;Swallow-Tanager;Tersina_viridis;PASSERIFORMES;resident;resident;0;801,7299684
Tesia_castaneocoronata;Chestnut-headed-Tesia;Oligura_castaneocoronata;Chestnut-headed-Tesia;Tesia_castaneocoronata;PASSERIFORMES;resident;resident;0;396,5856018
Tesia_cyaniventer;Grey-bellied-Tesia;Tesia_cyaniventer;Grey-bellied-Tesia;Tesia_cyaniventer;PASSERIFORMES;resident;resident;0;405,6103843
Tesia_everetti;Russet-capped-Tesia;Tesia_everetti;Russet-capped-Tesia;Tesia_everetti;PASSERIFORMES;resident;resident;0;58,28072707
Tesia_olivea;Slaty-bellied-Tesia;Tesia_olivea;Slaty-bellied-Tesia;Tesia_olivea;PASSERIFORMES;resident;resident;0;355,0429279
Tesia_superciliaris;Javan-Tesia;Tesia_superciliaris;Javan-Tesia;Tesia_superciliaris;PASSERIFORMES;resident;resident;0;66,402273
Tetrao_mlokosiewiczi;Caucasian-Grouse;Lyrurus_mlokosiewiczi;Caucasian-Grouse;Lyrurus_mlokosiewiczi;GALLIFORMES;resident;resident;0;273,0948557
Tetrao_parvirostris;Black-billed-Capercaillie;Tetrao_urogalloides;Black-billed-Capercaillie;Tetrao_urogalloides;GALLIFORMES;resident;resident;0;223,8780012
Tetrao_tetrix;Black-Grouse;Lyrurus_tetrix;Black-Grouse;Lyrurus_tetrix;GALLIFORMES;resident;resident;0;65,76271834
Tetrao_urogallus;Western-Capercaillie;Tetrao_urogallus;Western-Capercaillie;Tetrao_urogallus;GALLIFORMES;resident;resident;0;431,1754419
Tetraogallus_altaicus;Altai-Snowcock;Tetraogallus_altaicus;Altai-Snowcock;Tetraogallus_altaicus;GALLIFORMES;resident;resident;0;352,9982303
Tetraogallus_caspius;Caspian-Snowcock;Tetraogallus_caspius;Caspian-Snowcock;Tetraogallus_caspius;GALLIFORMES;resident;resident;0;117,0228068
Tetraogallus_caucasicus;Caucasian-Snowcock;Tetraogallus_caucasicus;Caucasian-Snowcock;Tetraogallus_caucasicus;GALLIFORMES;resident;resident;0;676,1034499
Tetraogallus_himalayensis;Himalayan-Snowcock;Tetraogallus_himalayensis;Himalayan-Snowcock;Tetraogallus_himalayensis;GALLIFORMES;resident;resident;0;103,3683982
Tetraogallus_tibetanus;Tibetan-Snowcock;Tetraogallus_tibetanus;Tibetan-Snowcock;Tetraogallus_tibetanus;GALLIFORMES;resident;resident;0;185,7736435
Tetraophasis_obscurus;Chestnut-throated-Partridge;Tetraophasis_obscurus;Chestnut-throated-Partridge;Tetraophasis_obscurus;GALLIFORMES;resident;resident;0;983,372607
Tetraophasis_szechenyii;Buff-throated-Partridge;Tetraophasis_szechenyii;Buff-throated-Partridge;Tetraophasis_szechenyii;GALLIFORMES;resident;resident;0;885,5228007
Tetrax_tetrax;Little-Bustard;Tetrax_tetrax;Little-Bustard;Tetrax_tetrax;OTIDIFORMES;partial_mig;short;1558,927158;1558,927158
Thalassarche_bulleri;Bullers-Albatross;Thalassarche_bulleri;Bullers-Albatross;Thalassarche_bulleri;PROCELLARIIFORMES;strict_mig;long;1103,737731;1103,737731
Thalassarche_carteri;Indian-Yellow-nosed-Albatross;Thalassarche_carteri;Indian-Yellow-nosed-Albatross;Thalassarche_carteri;PROCELLARIIFORMES;strict_mig;long;1515,845998;1515,845998
Thalassarche_cauta;Shy-Albatross;Thalassarche_cauta;Shy-Albatross;Thalassarche_cauta;PROCELLARIIFORMES;strict_mig;long;1302,922503;1302,922503
Thalassarche_chlororhynchos;Atlantic-Yellow-nosed-Albatross;Thalassarche_chlororhynchos;Atlantic-Yellow-nosed-Albatross;Thalassarche_chlororhynchos;PROCELLARIIFORMES;strict_mig;long;914,2784551;914,2784551
Thalassarche_chrysostoma;Grey-headed-Albatross;Thalassarche_chrysostoma;Grey-headed-Albatross;Thalassarche_chrysostoma;PROCELLARIIFORMES;strict_mig;long;2145,107488;2145,107488
Thalassarche_eremita;Chatham-Albatross;Thalassarche_eremita;Chatham-Albatross;Thalassarche_eremita;PROCELLARIIFORMES;strict_mig;long;NA;NA
Thalassarche_impavida;Campbell-Albatross;Thalassarche_impavida;Campbell-Albatross;Thalassarche_impavida;PROCELLARIIFORMES;strict_mig;variable;1188,581014;1188,581014
Thalassarche_melanophrys;Black-browed-Albatross;Thalassarche_melanophris;Black-browed-Albatross;Thalassarche_melanophris;PROCELLARIIFORMES;strict_mig;long;2428,201626;2428,201626
Thalassarche_salvini;Salvins-Albatross;Thalassarche_salvini;Salvins-Albatross;Thalassarche_salvini;PROCELLARIIFORMES;strict_mig;long;NA;NA
Thalassarche_steadi;White-capped-Albatross;Thalassarche_steadi;White-capped-Albatross;Thalassarche_steadi;PROCELLARIIFORMES;strict_mig;long;1617,543048;1617,543048
Thalassoica_antarctica;Antarctic-Petrel;Thalassoica_antarctica;Antarctic-Petrel;Thalassoica_antarctica;PROCELLARIIFORMES;strict_mig;long;1788,313748;1788,313748
Thalassornis_leuconotus;White-backed-Duck;Thalassornis_leuconotus;White-backed-Duck;Thalassornis_leuconotus;ANSERIFORMES;resident;resident;0;867,0812819
Thalurania_colombica;Blue-crowned-Woodnymph;Thalurania_colombica;Crowned-Woodnymph;Thalurania_colombica;CAPRIMULGIFORMES;resident;resident;0;293,9696599
Thalurania_furcata;Fork-tailed-Woodnymph;Thalurania_furcata;Fork-tailed-Woodnymph;Thalurania_furcata;CAPRIMULGIFORMES;resident;resident;0;830,0651919
Thalurania_glaucopis;Violet-capped-Woodnymph;Thalurania_glaucopis;Violet-capped-Woodnymph;Thalurania_glaucopis;CAPRIMULGIFORMES;resident;resident;0;319,7639151
Thalurania_ridgwayi;Mexican-Woodnymph;Thalurania_ridgwayi;Mexican-Woodnymph;Thalurania_ridgwayi;CAPRIMULGIFORMES;resident;resident;0;40,85723231
Thalurania_watertonii;Long-tailed-Woodnymph;Thalurania_watertonii;Long-tailed-Woodnymph;Thalurania_watertonii;CAPRIMULGIFORMES;resident;resident;0;55,3024835
Thamnistes_anabatinus;Russet-Antshrike;Thamnistes_anabatinus;Russet-Antshrike;Thamnistes_anabatinus;PASSERIFORMES;resident;resident;0;414,4072752
Thamnomanes_ardesiacus;Dusky-throated-Antshrike;Thamnomanes_ardesiacus;Dusky-throated-Antshrike;Thamnomanes_ardesiacus;PASSERIFORMES;resident;resident;0;487,6307194
Thamnomanes_caesius;Cinereous-Antshrike;Thamnomanes_caesius;Cinereous-Antshrike;Thamnomanes_caesius;PASSERIFORMES;resident;resident;0;638,2726563
Thamnomanes_saturninus;Saturnine-Antshrike;Thamnomanes_saturninus;Saturnine-Antshrike;Thamnomanes_saturninus;PASSERIFORMES;resident;resident;0;313,8661941
Thamnomanes_schistogynus;Bluish-slate-Antshrike;Thamnomanes_schistogynus;Bluish-slate-Antshrike;Thamnomanes_schistogynus;PASSERIFORMES;resident;resident;0;285,4878805
Thamnophilus_aethiops;White-shouldered-Antshrike;Thamnophilus_aethiops;White-shouldered-Antshrike;Thamnophilus_aethiops;PASSERIFORMES;resident;resident;0;574,2091818
Thamnophilus_amazonicus;Amazonian-Antshrike;Thamnophilus_amazonicus;Amazonian-Antshrike;Thamnophilus_amazonicus;PASSERIFORMES;resident;resident;0;627,2580265
Thamnophilus_ambiguus;Sooretama-Slaty-antshrike;Thamnophilus_ambiguus;Sooretama-Slaty-Antshrike;Thamnophilus_ambiguus;PASSERIFORMES;resident;resident;0;139,2873867
Thamnophilus_aroyae;Upland-Antshrike;Thamnophilus_aroyae;Upland-Antshrike;Thamnophilus_aroyae;PASSERIFORMES;resident;resident;0;75,89888846
Thamnophilus_atrinucha;Western-Slaty-antshrike;Thamnophilus_atrinucha;Western-Slaty-Antshrike;Thamnophilus_atrinucha;PASSERIFORMES;resident;resident;0;275,1741778
Thamnophilus_bridgesi;Black-hooded-Antshrike;Thamnophilus_bridgesi;Black-hooded-Antshrike;Thamnophilus_bridgesi;PASSERIFORMES;resident;resident;0;66,21416366
Thamnophilus_caerulescens;Variable-Antshrike;Thamnophilus_caerulescens;Variable-Antshrike;Thamnophilus_caerulescens;PASSERIFORMES;resident;resident;0;544,2979796
Thamnophilus_cryptoleucus;Castelnaus-Antshrike;Thamnophilus_cryptoleucus;Castelnaus-Antshrike;Thamnophilus_cryptoleucus;PASSERIFORMES;resident;resident;0;229,1563553
Thamnophilus_divisorius;Acre-Antshrike;Thamnophilus_divisorius;Acre-Antshrike;Thamnophilus_divisorius;PASSERIFORMES;resident;resident;0;36,71884763
Thamnophilus_doliatus;Barred-Antshrike;Thamnophilus_doliatus;Barred-Antshrike;Thamnophilus_doliatus;PASSERIFORMES;resident;resident;0;929,8545495
Thamnophilus_insignis;Streak-backed-Antshrike;Thamnophilus_insignis;Streak-backed-Antshrike;Thamnophilus_insignis;PASSERIFORMES;resident;resident;0;66,54623768
Thamnophilus_multistriatus;Bar-crested-Antshrike;Thamnophilus_multistriatus;Bar-crested-Antshrike;Thamnophilus_multistriatus;PASSERIFORMES;resident;resident;0;112,5555912
Thamnophilus_murinus;Mouse-coloured-Antshrike;Thamnophilus_murinus;Mouse-colored-Antshrike;Thamnophilus_murinus;PASSERIFORMES;resident;resident;0;514,1752173
Thamnophilus_nigriceps;Black-Antshrike;Thamnophilus_nigriceps;Black-Antshrike;Thamnophilus_nigriceps;PASSERIFORMES;resident;resident;0;128,6637134
Thamnophilus_nigrocinereus;Blackish-grey-Antshrike;Thamnophilus_nigrocinereus;Blackish-grey-Antshrike;Thamnophilus_nigrocinereus;PASSERIFORMES;resident;resident;0;402,4990362
Thamnophilus_palliatus;Chestnut-backed-Antshrike;Thamnophilus_palliatus;Chestnut-backed-Antshrike;Thamnophilus_palliatus;PASSERIFORMES;resident;resident;0;481,9940115
Thamnophilus_pelzelni;Planalto-Slaty-antshrike;Thamnophilus_pelzelni;Planalto-Slaty-Antshrike;Thamnophilus_pelzelni;PASSERIFORMES;resident;resident;0;413,4172127
Thamnophilus_praecox;Cocha-Antshrike;Thamnophilus_praecox;Cocha-Antshrike;Thamnophilus_praecox;PASSERIFORMES;resident;resident;0;26,15026393
Thamnophilus_punctatus;Northern-Slaty-antshrike;Thamnophilus_punctatus;Northern-Slaty-Antshrike;Thamnophilus_punctatus;PASSERIFORMES;resident;resident;0;336,3439062
Thamnophilus_ruficapillus;Rufous-capped-Antshrike;Thamnophilus_ruficapillus;Rufous-capped-Antshrike;Thamnophilus_ruficapillus;PASSERIFORMES;resident;resident;0;370,8652466
Thamnophilus_schistaceus;Plain-winged-Antshrike;Thamnophilus_schistaceus;Plain-winged-Antshrike;Thamnophilus_schistaceus;PASSERIFORMES;resident;resident;0;506,674682
Thamnophilus_stictocephalus;Natterers-Slaty-antshrike;Thamnophilus_stictocephalus;Natterers-Slaty-Antshrike;Thamnophilus_stictocephalus;PASSERIFORMES;resident;resident;0;249,9885839
Thamnophilus_sticturus;Bolivian-Slaty-antshrike;Thamnophilus_sticturus;Bolivian-Slaty-Antshrike;Thamnophilus_sticturus;PASSERIFORMES;resident;resident;0;142,0434412
Thamnophilus_tenuepunctatus;Lined-Antshrike;Thamnophilus_tenuepunctatus;Lined-Antshrike;Thamnophilus_tenuepunctatus;PASSERIFORMES;resident;resident;0;130,330538
Thamnophilus_torquatus;Rufous-winged-Antshrike;Thamnophilus_torquatus;Rufous-winged-Antshrike;Thamnophilus_torquatus;PASSERIFORMES;resident;resident;0;483,2605212
Thamnophilus_unicolor;Uniform-Antshrike;Thamnophilus_unicolor;Uniform-Antshrike;Thamnophilus_unicolor;PASSERIFORMES;resident;resident;0;199,4727998
Thamnophilus_zarumae;Chapmans-Antshrike;Thamnophilus_zarumae;Chapmans-Antshrike;Thamnophilus_zarumae;PASSERIFORMES;resident;resident;0;52,18397929
Thamnornis_chloropetoides;Thamnornis-Warbler;Thamnornis_chloropetoides;Thamnornis-Warbler;Thamnornis_chloropetoides;PASSERIFORMES;resident;resident;0;75,76780667
Thaumastura_cora;Peruvian-Sheartail;Thaumastura_cora;Peruvian-Sheartail;Thaumastura_cora;CAPRIMULGIFORMES;resident;resident;0;161,6860756
Thaumatibis_gigantea;Giant-Ibis;Thaumatibis_gigantea;Giant-Ibis;Thaumatibis_gigantea;PELECANIFORMES;resident;resident;0;41,03467336
Theristicus_caerulescens;Plumbeous-Ibis;Theristicus_caerulescens;Plumbeous-Ibis;Theristicus_caerulescens;PELECANIFORMES;resident;resident;0;353,1844162
Theristicus_caudatus;Buff-necked-Ibis;Theristicus_caudatus;Buff-necked-Ibis;Theristicus_caudatus;PELECANIFORMES;resident;resident;0;657,7788107
Theristicus_melanopis;Black-faced-Ibis;Theristicus_melanopis;Black-faced-Ibis;Theristicus_melanopis;PELECANIFORMES;partial_mig;variable;702,8388029;702,8388029
Thescelocichla_leucopleura;Swamp-Greenbul;Thescelocichla_leucopleura;Swamp-Palm-Bulbul;Thescelocichla_leucopleura;PASSERIFORMES;resident;resident;0;498,9681484
Thinocorus_orbignyianus;Grey-breasted-Seedsnipe;Thinocorus_orbignyianus;Grey-breasted-Seedsnipe;Thinocorus_orbignyianus;CHARADRIIFORMES;partial_mig;short;1047,442894;1047,442894
Thinocorus_rumicivorus;Least-Seedsnipe;Thinocorus_rumicivorus;Least-Seedsnipe;Thinocorus_rumicivorus;CHARADRIIFORMES;partial_mig;short;828,8652732;828,8652732
Thinornis_novaeseelandiae;Shore-Plover;Thinornis_novaeseelandiae;Shore-Plover;Thinornis_novaeseelandiae;CHARADRIIFORMES;resident;resident;0;0
Thinornis_rubricollis;Hooded-Plover;Thinornis_cucullatus;Hooded-Plover;Thinornis_cucullatus;CHARADRIIFORMES;resident;resident;0;283,074646
Thlypopsis_fulviceps;Fulvous-headed-Tanager;Thlypopsis_fulviceps;Fulvous-headed-Tanager;Thlypopsis_fulviceps;PASSERIFORMES;resident;resident;0;104,1624825
Thlypopsis_inornata;Buff-bellied-Tanager;Thlypopsis_inornata;Buff-bellied-Tanager;Thlypopsis_inornata;PASSERIFORMES;resident;resident;0;41,21312312
Thlypopsis_ornata;Rufous-chested-Tanager;Thlypopsis_ornata;Rufous-chested-Tanager;Thlypopsis_ornata;PASSERIFORMES;resident;resident;0;166,9045907
Thlypopsis_pectoralis;Brown-flanked-Tanager;Thlypopsis_pectoralis;Brown-flanked-Tanager;Thlypopsis_pectoralis;PASSERIFORMES;resident;resident;0;40,82116534
Thlypopsis_ruficeps;Rust-and-yellow-Tanager;Thlypopsis_ruficeps;Rust-and-yellow-Tanager;Thlypopsis_ruficeps;PASSERIFORMES;resident;resident;0;187,7688375
Thlypopsis_sordida;Orange-headed-Tanager;Thlypopsis_sordida;Orange-headed-Tanager;Thlypopsis_sordida;PASSERIFORMES;resident;resident;0;726,9791894
Thraupis_abbas;Yellow-winged-Tanager;Thraupis_abbas;Yellow-winged-Tanager;Thraupis_abbas;PASSERIFORMES;resident;resident;0;231,4491918
Thraupis_bonariensis;Blue-and-yellow-Tanager;Thraupis_bonariensis;Blue-and-yellow-Tanager;Thraupis_bonariensis;PASSERIFORMES;resident;resident;0;458,1842426
Thraupis_cyanocephala;Blue-capped-Tanager;Thraupis_cyanocephala;Blue-capped-Tanager;Thraupis_cyanocephala;PASSERIFORMES;resident;resident;0;354,5430665
Thraupis_cyanoptera;Azure-shouldered-Tanager;Thraupis_cyanoptera;Azure-shouldered-Tanager;Thraupis_cyanoptera;PASSERIFORMES;resident;resident;0;191,1355774
Thraupis_episcopus;Blue-grey-Tanager;Thraupis_episcopus;Blue-grey-Tanager;Thraupis_episcopus;PASSERIFORMES;resident;resident;0;747,3459345
Thraupis_glaucocolpa;Glaucous-Tanager;Thraupis_glaucocolpa;Glaucous-Tanager;Thraupis_glaucocolpa;PASSERIFORMES;resident;resident;0;148,6075402
Thraupis_ornata;Golden-chevroned-Tanager;Thraupis_ornata;Golden-chevroned-Tanager;Thraupis_ornata;PASSERIFORMES;resident;resident;0;180,5364169
Thraupis_palmarum;Palm-Tanager;Thraupis_palmarum;Palm-Tanager;Thraupis_palmarum;PASSERIFORMES;resident;resident;0;881,9811618
Thraupis_sayaca;Sayaca-Tanager;Thraupis_sayaca;Sayaca-Tanager;Thraupis_sayaca;PASSERIFORMES;resident;resident;0;645,8035129
Threnetes_leucurus;Pale-tailed-Barbthroat;Threnetes_leucurus;Pale-tailed-Barbthroat;Threnetes_leucurus;CAPRIMULGIFORMES;resident;resident;0;602,5249175
Threnetes_niger;Sooty-Barbthroat;Threnetes_niger;Sooty-Barbthroat;Threnetes_niger;CAPRIMULGIFORMES;resident;resident;0;134,2213105
Threnetes_ruckeri;Band-tailed-Barbthroat;Threnetes_ruckeri;Band-tailed-Barbthroat;Threnetes_ruckeri;CAPRIMULGIFORMES;resident;resident;0;281,8208075
