Sp.Scien.jetz;Sp.Eng.jetz;Sp.Scien.hbw;Sp.Eng.hbw;Match_jetz_birdlife;Order;strategy_3;distance_4;distance_quanti_RES0;distance_quanti_ALL
Abeillia_abeillei;Emerald-chinned-Hummingbird;Abeillia_abeillei;Emerald-chinned-Hummingbird;Abeillia_abeillei;CAPRIMULGIFORMES;resident;resident;0;130,3288525
Abroscopus_albogularis;Rufous-faced-Warbler;Abroscopus_albogularis;Rufous-faced-Warbler;Abroscopus_albogularis;PASSERIFORMES;resident;resident;0;407,6157808
Abroscopus_schisticeps;Black-faced-Warbler;Abroscopus_schisticeps;Black-faced-Warbler;Abroscopus_schisticeps;PASSERIFORMES;resident;resident;0;299,7697039
Abroscopus_superciliaris;Yellow-bellied-Warbler;Abroscopus_superciliaris;Yellow-bellied-Warbler;Abroscopus_superciliaris;PASSERIFORMES;resident;resident;0;612,8120837
Aburria_aburri;Wattled-Guan;Aburria_aburri;Wattled-Guan;Aburria_aburri;GALLIFORMES;resident;resident;0;259,1804769
Acanthagenys_rufogularis;Spiny-cheeked-Honeyeater;Acanthagenys_rufogularis;Spiny-cheeked-Honeyeater;Acanthagenys_rufogularis;PASSERIFORMES;resident;resident;0;617,3708171
Acanthidops_bairdii;Peg-billed-Finch;Acanthidops_bairdi;Peg-billed-Finch;Acanthidops_bairdi;PASSERIFORMES;resident;resident;0;36,52578609
Acanthisitta_chloris;Rifleman;Acanthisitta_chloris;Rifleman;Acanthisitta_chloris;PASSERIFORMES;resident;resident;0;148,712775
Acanthiza_apicalis;Inland-Thornbill;Acanthiza_apicalis;Inland-Thornbill;Acanthiza_apicalis;PASSERIFORMES;resident;resident;0;537,0320913
Acanthiza_chrysorrhoa;Yellow-rumped-Thornbill;Acanthiza_chrysorrhoa;Yellow-rumped-Thornbill;Acanthiza_chrysorrhoa;PASSERIFORMES;resident;resident;0;596,729545
Acanthiza_ewingii;Tasmanian-Thornbill;Acanthiza_ewingii;Tasmanian-Thornbill;Acanthiza_ewingii;PASSERIFORMES;resident;resident;0;78,2861111
Acanthiza_inornata;Western-Thornbill;Acanthiza_inornata;Western-Thornbill;Acanthiza_inornata;PASSERIFORMES;resident;resident;0;100,1878777
Acanthiza_iredalei;Slender-billed-Thornbill;Acanthiza_iredalei;Slender-billed-Thornbill;Acanthiza_iredalei;PASSERIFORMES;resident;resident;0;324,2221011
Acanthiza_katherina;Mountain-Thornbill;Acanthiza_katherina;Mountain-Thornbill;Acanthiza_katherina;PASSERIFORMES;resident;resident;0;65,61696499
Acanthiza_lineata;Striated-Thornbill;Acanthiza_lineata;Striated-Thornbill;Acanthiza_lineata;PASSERIFORMES;resident;resident;0;279,0660453
Acanthiza_murina;Papuan-Thornbill;Acanthiza_murina;Papuan-Thornbill;Acanthiza_murina;PASSERIFORMES;resident;resident;0;123,5483016
Acanthiza_nana;Yellow-Thornbill;Acanthiza_nana;Yellow-Thornbill;Acanthiza_nana;PASSERIFORMES;resident;resident;0;368,1063928
Acanthiza_pusilla;Brown-Thornbill;Acanthiza_pusilla;Brown-Thornbill;Acanthiza_pusilla;PASSERIFORMES;resident;resident;0;306,5547607
Acanthiza_reguloides;Buff-rumped-Thornbill;Acanthiza_reguloides;Buff-rumped-Thornbill;Acanthiza_reguloides;PASSERIFORMES;resident;resident;0;356,2350559
Acanthiza_robustirostris;Slaty-backed-Thornbill;Acanthiza_robustirostris;Slaty-backed-Thornbill;Acanthiza_robustirostris;PASSERIFORMES;resident;resident;0;382,3198733
Acanthiza_uropygialis;Chestnut-rumped-Thornbill;Acanthiza_uropygialis;Chestnut-rumped-Thornbill;Acanthiza_uropygialis;PASSERIFORMES;resident;resident;0;560,8076782
Acanthorhynchus_superciliosus;Western-Spinebill;Acanthorhynchus_superciliosus;Western-Spinebill;Acanthorhynchus_superciliosus;PASSERIFORMES;resident;resident;0;122,2326512
Acanthorhynchus_tenuirostris;Eastern-Spinebill;Acanthorhynchus_tenuirostris;Eastern-Spinebill;Acanthorhynchus_tenuirostris;PASSERIFORMES;resident;resident;0;314,4485565
Acanthornis_magna;Scrubtit;Acanthornis_magna;Scrubtit;Acanthornis_magna;PASSERIFORMES;resident;resident;0;67,96887374
Accipiter_albogularis;Pied-Goshawk;Accipiter_albogularis;Pied-Goshawk;Accipiter_albogularis;ACCIPITRIFORMES;resident;resident;0;129,033245
Accipiter_badius;Shikra;Accipiter_badius;Shikra;Accipiter_badius;ACCIPITRIFORMES;partial_mig;variable;2360,338633;2360,338633
Accipiter_bicolor;Bicoloured-Hawk;Accipiter_bicolor;Bicolored-Hawk;Accipiter_bicolor;ACCIPITRIFORMES;resident;resident;0;1037,239937
Accipiter_brachyurus;New-Britain-Sparrowhawk;Accipiter_brachyurus;New-Britain-Sparrowhawk;Accipiter_brachyurus;ACCIPITRIFORMES;resident;resident;0;66,48118734
Accipiter_brevipes;Levant-Sparrowhawk;Accipiter_brevipes;Levant-Sparrowhawk;Accipiter_brevipes;ACCIPITRIFORMES;strict_mig;long;3284,876889;3284,876889
Accipiter_butleri;Nicobar-Sparrowhawk;Accipiter_butleri;Nicobar-Sparrowhawk;Accipiter_butleri;ACCIPITRIFORMES;resident;resident;0;18,37313588
Accipiter_castanilius;Chestnut-flanked-Sparrowhawk;Accipiter_castanilius;Chestnut-flanked-Sparrowhawk;Accipiter_castanilius;ACCIPITRIFORMES;resident;resident;0;397,9502077
Accipiter_chionogaster;White-breasted-Hawk;Accipiter_striatus;Sharp-shinned-Hawk;Accipiter_striatus;ACCIPITRIFORMES;partial_mig;variable;2003,129638;2003,129638
Accipiter_cirrocephalus;Collared-Sparrowhawk;Accipiter_cirrocephalus;Collared-Sparrowhawk;Accipiter_cirrocephalus;ACCIPITRIFORMES;resident;resident;0;808,4407984
Accipiter_collaris;Semicollared-Hawk;Accipiter_collaris;Semi-collared-Hawk;Accipiter_collaris;ACCIPITRIFORMES;resident;resident;0;221,9331655
Accipiter_cooperii;Coopers-Hawk;Accipiter_cooperii;Coopers-Hawk;Accipiter_cooperii;ACCIPITRIFORMES;partial_mig;variable;1168,841528;1168,841528
Accipiter_erythrauchen;Rufous-necked-Sparrowhawk;Accipiter_erythrauchen;Rufous-necked-Sparrowhawk;Accipiter_erythrauchen;ACCIPITRIFORMES;resident;resident;0;104,5939651
Accipiter_erythropus;Red-thighed-Sparrowhawk;Accipiter_erythropus;Red-legged-Sparrowhawk;Accipiter_erythropus;ACCIPITRIFORMES;resident;resident;0;560,8851125
Accipiter_fasciatus;Brown-Goshawk;Accipiter_fasciatus;Brown-Goshawk;Accipiter_fasciatus;ACCIPITRIFORMES;resident;resident;0;770,941866
Accipiter_francesiae;Francess-Sparrowhawk;Accipiter_francesiae;Francess-Sparrowhawk;Accipiter_francesiae;ACCIPITRIFORMES;resident;resident;0;209,2961383
Accipiter_gentilis;Northern-Goshawk;Accipiter_gentilis;Northern-Goshawk;Accipiter_gentilis;ACCIPITRIFORMES;partial_mig;short;2094,961217;2094,961217
Accipiter_griseiceps;Sulawesi-Goshawk;Accipiter_griseiceps;Sulawesi-Goshawk;Accipiter_griseiceps;ACCIPITRIFORMES;resident;resident;0;144,4441989
Accipiter_gularis;Japanese-Sparrowhawk;Accipiter_gularis;Japanese-Sparrowhawk;Accipiter_gularis;ACCIPITRIFORMES;strict_mig;long;2689,847021;2689,847021
Accipiter_gundlachi;Gundlachs-Hawk;Accipiter_gundlachi;Gundlachs-Hawk;Accipiter_gundlachi;ACCIPITRIFORMES;resident;resident;0;50,75153705
Accipiter_haplochrous;White-bellied-Goshawk;Accipiter_haplochrous;White-bellied-Goshawk;Accipiter_haplochrous;ACCIPITRIFORMES;resident;resident;0;40,73387353
Accipiter_henicogrammus;Moluccan-Goshawk;Accipiter_henicogrammus;Moluccan-Goshawk;Accipiter_henicogrammus;ACCIPITRIFORMES;resident;resident;0;58,31700752
Accipiter_henstii;Hensts-Goshawk;Accipiter_henstii;Hensts-Goshawk;Accipiter_henstii;ACCIPITRIFORMES;resident;resident;0;204,2913911
Accipiter_imitator;Imitator-Sparrowhawk;Accipiter_imitator;Imitator-Goshawk;Accipiter_imitator;ACCIPITRIFORMES;resident;resident;0;55,26889417
Accipiter_luteoschistaceus;Slaty-mantled-Sparrowhawk;Accipiter_luteoschistaceus;Slaty-backed-Goshawk;Accipiter_luteoschistaceus;ACCIPITRIFORMES;resident;resident;0;66,47526065
Accipiter_madagascariensis;Madagascar-Sparrowhawk;Accipiter_madagascariensis;Madagascar-Sparrowhawk;Accipiter_madagascariensis;ACCIPITRIFORMES;resident;resident;0;209,3740217
Accipiter_melanochlamys;Black-mantled-Goshawk;Accipiter_melanochlamys;Black-mantled-Goshawk;Accipiter_melanochlamys;ACCIPITRIFORMES;resident;resident;0;148,6934978
Accipiter_melanoleucus;Black-Goshawk;Accipiter_melanoleucus;Black-Sparrowhawk;Accipiter_melanoleucus;ACCIPITRIFORMES;resident;resident;0;943,0590861
Accipiter_meyerianus;Meyers-Goshawk;Accipiter_meyerianus;Meyers-Goshawk;Accipiter_meyerianus;ACCIPITRIFORMES;resident;resident;0;309,9296217
Accipiter_minullus;Little-Sparrowhawk;Accipiter_minullus;Little-Sparrowhawk;Accipiter_minullus;ACCIPITRIFORMES;resident;resident;0;724,7780801
Accipiter_nanus;Small-Sparrowhawk;Accipiter_nanus;Dwarf-Sparrowhawk;Accipiter_nanus;ACCIPITRIFORMES;resident;resident;0;124,2060498
Accipiter_nisus;Eurasian-Sparrowhawk;Accipiter_nisus;Eurasian-Sparrowhawk;Accipiter_nisus;ACCIPITRIFORMES;partial_mig;variable;2989,565195;2989,565195
Accipiter_novaehollandiae;Grey-Goshawk;Accipiter_novaehollandiae;Grey-Goshawk;Accipiter_novaehollandiae;ACCIPITRIFORMES;resident;resident;0;454,7308347
Accipiter_ovampensis;Ovampo-Sparrowhawk;Accipiter_ovampensis;Ovambo-Sparrowhawk;Accipiter_ovampensis;ACCIPITRIFORMES;resident;resident;0;767,5002777
Accipiter_poliocephalus;Grey-headed-Goshawk;Accipiter_poliocephalus;Grey-headed-Goshawk;Accipiter_poliocephalus;ACCIPITRIFORMES;resident;resident;0;277,1092158
Accipiter_poliogaster;Gray-bellied-Hawk;Accipiter_poliogaster;Grey-bellied-Goshawk;Accipiter_poliogaster;ACCIPITRIFORMES;partial_mig;variable;2026,648219;2026,648219
Accipiter_princeps;New-Britain-Goshawk;Accipiter_princeps;New-Britain-Goshawk;Accipiter_princeps;ACCIPITRIFORMES;resident;resident;0;41,30262105
Accipiter_rhodogaster;Vinous-breasted-Sparrowhawk;Accipiter_rhodogaster;Vinous-breasted-Sparrowhawk;Accipiter_rhodogaster;ACCIPITRIFORMES;resident;resident;0;152,0227217
Accipiter_rufitorques;Fiji-Goshawk;Accipiter_rufitorques;Fiji-Goshawk;Accipiter_rufitorques;ACCIPITRIFORMES;resident;resident;0;58,08107386
Accipiter_rufiventris;Rufous-chested-Sparrowhawk;Accipiter_rufiventris;Rufous-breasted-Sparrowhawk;Accipiter_rufiventris;ACCIPITRIFORMES;resident;resident;0;396,4534407
Accipiter_soloensis;Chinese-Goshawk;Accipiter_soloensis;Chinese-Sparrowhawk;Accipiter_soloensis;ACCIPITRIFORMES;strict_mig;long;2398,519868;2398,519868
Accipiter_superciliosus;Tiny-Hawk;Accipiter_superciliosus;Tiny-Hawk;Accipiter_superciliosus;ACCIPITRIFORMES;resident;resident;0;783,8579079
Accipiter_tachiro;African-Goshawk;Accipiter_tachiro;African-Goshawk;Accipiter_tachiro;ACCIPITRIFORMES;resident;resident;0;612,7541181
Accipiter_toussenelii;Red-chested-Goshawk;Accipiter_toussenelii;Red-chested-Goshawk;Accipiter_toussenelii;ACCIPITRIFORMES;resident;resident;0;625,0464195
Accipiter_trinotatus;Spot-tailed-Goshawk;Accipiter_trinotatus;Spot-tailed-Goshawk;Accipiter_trinotatus;ACCIPITRIFORMES;resident;resident;0;140,9215606
Accipiter_trivirgatus;Crested-Goshawk;Accipiter_trivirgatus;Crested-Goshawk;Accipiter_trivirgatus;ACCIPITRIFORMES;resident;resident;0;735,7229065
Accipiter_virgatus;Besra;Accipiter_virgatus;Besra;Accipiter_virgatus;ACCIPITRIFORMES;resident;resident;0;704,8172737
Aceros_cassidix;Knobbed-Hornbill;Rhyticeros_cassidix;Knobbed-Hornbill;Rhyticeros_cassidix;BUCEROTIFORMES;resident;resident;0;148,7768431
Aceros_comatus;White-crowned-Hornbill;Berenicornis_comatus;White-crowned-Hornbill;Berenicornis_comatus;BUCEROTIFORMES;resident;resident;0;370,9676512
Aceros_corrugatus;Wrinkled-Hornbill;Rhabdotorrhinus_corrugatus;Wrinkled-Hornbill;Rhabdotorrhinus_corrugatus;BUCEROTIFORMES;resident;resident;0;348,0609054
Aceros_everetti;Sumba-Hornbill;Rhyticeros_everetti;Sumba-Hornbill;Rhyticeros_everetti;BUCEROTIFORMES;resident;resident;0;36,58488544
Aceros_leucocephalus;Writhed-Hornbill;Rhabdotorrhinus_leucocephalus;Writhed-Hornbill;Rhabdotorrhinus_leucocephalus;BUCEROTIFORMES;resident;resident;0;93,78582818
Aceros_narcondami;Narcondam-Hornbill;Rhyticeros_narcondami;Narcondam-Hornbill;Rhyticeros_narcondami;BUCEROTIFORMES;resident;resident;0;0
Aceros_nipalensis;Rufous-necked-Hornbill;Aceros_nipalensis;Rufous-necked-Hornbill;Aceros_nipalensis;BUCEROTIFORMES;resident;resident;0;208,1516478
Aceros_plicatus;Papuan-Hornbill;Rhyticeros_plicatus;Papuan-Hornbill;Rhyticeros_plicatus;BUCEROTIFORMES;resident;resident;0;352,0370605
Aceros_subruficollis;Plain-pouched-Hornbill;Rhyticeros_subruficollis;Plain-pouched-Hornbill;Rhyticeros_subruficollis;BUCEROTIFORMES;resident;resident;0;122,8458238
Aceros_undulatus;Wreathed-Hornbill;Rhyticeros_undulatus;Wreathed-Hornbill;Rhyticeros_undulatus;BUCEROTIFORMES;resident;resident;0;567,9368495
Aceros_waldeni;Rufous-headed-Hornbill;Rhabdotorrhinus_waldeni;Rufous-headed-Hornbill;Rhabdotorrhinus_waldeni;BUCEROTIFORMES;resident;resident;0;36,87202245
Achaetops_pycnopygius;Rockrunner;Achaetops_pycnopygius;Rockrunner;Achaetops_pycnopygius;PASSERIFORMES;resident;resident;0;209,9262647
Acridotheres_albocinctus;Collared-Myna;Acridotheres_albocinctus;Collared-Myna;Acridotheres_albocinctus;PASSERIFORMES;resident;resident;0;100,1452783
Acridotheres_cinereus;Pale-bellied-Myna;Acridotheres_cinereus;Pale-bellied-Myna;Acridotheres_cinereus;PASSERIFORMES;resident;resident;0;66,35835863
Acridotheres_cristatellus;Crested-Myna;Acridotheres_cristatellus;Crested-Myna;Acridotheres_cristatellus;PASSERIFORMES;resident;resident;0;480,8492601
Acridotheres_fuscus;Jungle-Myna;Acridotheres_fuscus;Jungle-Myna;Acridotheres_fuscus;PASSERIFORMES;resident;resident;0;510,0356394
Acridotheres_ginginianus;Bank-Myna;Acridotheres_ginginianus;Bank-Myna;Acridotheres_ginginianus;PASSERIFORMES;resident;resident;0;349,2211205
Acridotheres_grandis;White-vented-Myna;Acridotheres_grandis;Great-Myna;Acridotheres_grandis;PASSERIFORMES;resident;resident;0;364,6513747
Acridotheres_tristis;Common-Myna;Acridotheres_tristis;Common-Myna;Acridotheres_tristis;PASSERIFORMES;resident;resident;0;987,9976051
Acrobatornis_fonsecai;Pink-legged-Graveteiro;Acrobatornis_fonsecai;Pink-legged-Graveteiro;Acrobatornis_fonsecai;PASSERIFORMES;resident;resident;0;18,44210549
Acrocephalus_aedon;Thick-billed-Warbler;Acrocephalus_aedon;Thick-billed-Warbler;Acrocephalus_aedon;PASSERIFORMES;strict_mig;variable;3037,586556;3037,586556
Acrocephalus_aequinoctialis;Kiritimati-Reed-warbler;Acrocephalus_aequinoctialis;Kiritimati-Reed-warbler;Acrocephalus_aequinoctialis;PASSERIFORMES;resident;resident;0;18,42922346
Acrocephalus_agricola;Paddyfield-Warbler;Acrocephalus_agricola;Paddyfield-Warbler;Acrocephalus_agricola;PASSERIFORMES;strict_mig;variable;2127,928814;2127,928814
Acrocephalus_arundinaceus;Great-Reed-warbler;Acrocephalus_arundinaceus;Great-Reed-warbler;Acrocephalus_arundinaceus;PASSERIFORMES;strict_mig;long;4849,747585;4849,747585
Acrocephalus_atyphus;Tuamotu-Reed-warbler;Acrocephalus_atyphus;Tuamotu-Reed-warbler;Acrocephalus_atyphus;PASSERIFORMES;resident;resident;0;108,3093384
Acrocephalus_australis;Australian-Reed-warbler;Acrocephalus_australis;Australian-Reed-warbler;Acrocephalus_australis;PASSERIFORMES;resident;resident;0;545,690713
Acrocephalus_baeticatus;African-Reed-Warbler;Acrocephalus_baeticatus;African-Reed-warbler;NA;PASSERIFORMES;resident;resident;NA;NA
Acrocephalus_bistrigiceps;Black-browed-Reed-warbler;Acrocephalus_bistrigiceps;Black-browed-Reed-warbler;Acrocephalus_bistrigiceps;PASSERIFORMES;strict_mig;variable;2620,860241;2620,860241
Acrocephalus_brevipennis;Cape-Verde-Warbler;Acrocephalus_brevipennis;Cape-Verde-Swamp-warbler;Acrocephalus_brevipennis;PASSERIFORMES;resident;resident;0;18,44134336
Acrocephalus_caffer;Tahiti-Reed-warbler;Acrocephalus_caffer;Tahiti-Reed-warbler;Acrocephalus_caffer;PASSERIFORMES;resident;resident;0;17,66897926
Acrocephalus_concinens;Blunt-winged-Warbler;Acrocephalus_concinens;Blunt-winged-Warbler;Acrocephalus_concinens;PASSERIFORMES;partial_mig;short;1830,633103;1830,633103
Acrocephalus_dumetorum;Blyths-Reed-warbler;Acrocephalus_dumetorum;Blyths-Reed-warbler;Acrocephalus_dumetorum;PASSERIFORMES;strict_mig;long;3199,549408;3199,549408
Acrocephalus_familiaris;Millerbird;Acrocephalus_familiaris;Millerbird;Acrocephalus_familiaris;PASSERIFORMES;resident;resident;0;0
Acrocephalus_gracilirostris;Lesser-Swamp-warbler;Acrocephalus_gracilirostris;Lesser-Swamp-warbler;Acrocephalus_gracilirostris;PASSERIFORMES;resident;resident;0;689,2307785
Acrocephalus_griseldis;Basra-Reed-warbler;Acrocephalus_griseldis;Basra-Reed-warbler;Acrocephalus_griseldis;PASSERIFORMES;strict_mig;long;3711,639572;3711,639572
Acrocephalus_kerearako;Cook-Islands-Reed-warbler;Acrocephalus_kerearako;Cook-Reed-warbler;Acrocephalus_kerearako;PASSERIFORMES;resident;resident;0;0
Acrocephalus_luscinius;Nightingale-Reed-warbler;Acrocephalus_luscinius;Nightingale-Reed-warbler;Acrocephalus_luscinius;PASSERIFORMES;resident;resident;0;17,89559459
Acrocephalus_melanopogon;Moustached-Warbler;Acrocephalus_melanopogon;Moustached-Warbler;Acrocephalus_melanopogon;PASSERIFORMES;partial_mig;short;1298,74853;1298,74853
Acrocephalus_mendanae;Marquesan-Reed-warbler;Acrocephalus_mendanae;Marquesan-Reed-warbler;Acrocephalus_mendanae;PASSERIFORMES;resident;resident;0;25,99674323
Acrocephalus_newtoni;Madagascar-Swamp-warbler;Acrocephalus_newtoni;Madagascar-Swamp-warbler;Acrocephalus_newtoni;PASSERIFORMES;resident;resident;0;202,2416455
Acrocephalus_orinus;Large-billed-Reed-warbler;Acrocephalus_orinus;Large-billed-Reed-warbler;Acrocephalus_orinus;PASSERIFORMES;strict_mig;variable;754,504974;754,504974
Acrocephalus_paludicola;Aquatic-Warbler;Acrocephalus_paludicola;Aquatic-Warbler;Acrocephalus_paludicola;PASSERIFORMES;strict_mig;long;4500,385052;4500,385052
Acrocephalus_palustris;Marsh-Warbler;Acrocephalus_palustris;Marsh-Warbler;Acrocephalus_palustris;PASSERIFORMES;strict_mig;long;6943,399495;6943,399495
Acrocephalus_rehsei;Nauru-Reed-warbler;Acrocephalus_rehsei;Nauru-Reed-warbler;Acrocephalus_rehsei;PASSERIFORMES;resident;resident;0;0
Acrocephalus_rimatarae;Rimatara-Reed-warbler;Acrocephalus_rimitarae;Rimatara-Reed-warbler;Acrocephalus_rimatarae;PASSERIFORMES;resident;resident;0;0
Acrocephalus_rodericanus;Rodrigues-Warbler;Acrocephalus_rodericanus;Rodrigues-Brush-warbler;Acrocephalus_rodericanus;PASSERIFORMES;resident;resident;0;0
Acrocephalus_rufescens;Greater-Swamp-warbler;Acrocephalus_rufescens;Greater-Swamp-warbler;Acrocephalus_rufescens;PASSERIFORMES;resident;resident;0;588,854438
Acrocephalus_schoenobaenus;Sedge-Warbler;Acrocephalus_schoenobaenus;Sedge-Warbler;Acrocephalus_schoenobaenus;PASSERIFORMES;strict_mig;long;5417,701189;5417,701189
Acrocephalus_scirpaceus;Eurasian-Reed-warbler;Acrocephalus_scirpaceus;Eurasian-Reed-warbler;Acrocephalus_scirpaceus;PASSERIFORMES;strict_mig;long;4222,12329;4222,12329
Acrocephalus_sechellensis;Seychelles-Warbler;Acrocephalus_sechellensis;Seychelles-Brush-warbler;Acrocephalus_sechellensis;PASSERIFORMES;resident;resident;0;4,607514008
Acrocephalus_sorghophilus;Streaked-Reed-warbler;Acrocephalus_sorghophilus;Streaked-Reed-warbler;NA;PASSERIFORMES;strict_mig;variable;NA;NA
Acrocephalus_stentoreus;Clamorous-Reed-warbler;Acrocephalus_stentoreus;Clamorous-Reed-warbler;Acrocephalus_stentoreus;PASSERIFORMES;partial_mig;short;1704,982433;1704,982433
Acrocephalus_syrinx;Caroline-Islands-Reed-warbler;Acrocephalus_syrinx;Caroline-Reed-warbler;Acrocephalus_syrinx;PASSERIFORMES;resident;resident;0;26,05703646
Acrocephalus_taiti;Henderson-Reed-warbler;Acrocephalus_taiti;Henderson-Reed-warbler;Acrocephalus_taiti;PASSERIFORMES;resident;resident;0;0
Acrocephalus_tangorum;Manchurian-Reed-warbler;Acrocephalus_tangorum;Manchurian-Reed-warbler;Acrocephalus_tangorum;PASSERIFORMES;strict_mig;long;4365,768708;4365,768708
Acrocephalus_vaughani;Pitcairn-Reed-warbler;Acrocephalus_vaughani;Pitcairn-Reed-warbler;Acrocephalus_vaughani;PASSERIFORMES;resident;resident;0;0
Acropternis_orthonyx;Ocellated-Tapaculo;Acropternis_orthonyx;Ocellated-Tapaculo;Acropternis_orthonyx;PASSERIFORMES;resident;resident;0;144,3328855
Acryllium_vulturinum;Vulturine-Guineafowl;Acryllium_vulturinum;Vulturine-Guineafowl;Acryllium_vulturinum;GALLIFORMES;resident;resident;0;288,1610923
Actenoides_bougainvillei;Moustached-Kingfisher;Actenoides_bougainvillei;Bougainville-Moustached-Kingfisher;Actenoides_bougainvillei;CORACIIFORMES;resident;resident;0;26,07890866
Actenoides_concretus;Rufous-collared-Kingfisher;Actenoides_concretus;Rufous-collared-Kingfisher;Actenoides_concretus;CORACIIFORMES;resident;resident;0;354,5450596
Actenoides_hombroni;Blue-capped-Kingfisher;Actenoides_hombroni;Blue-capped-Kingfisher;Actenoides_hombroni;CORACIIFORMES;resident;resident;0;73,73574012
Actenoides_lindsayi;Spotted-Kingfisher;Actenoides_lindsayi;Spotted-Kingfisher;Actenoides_lindsayi;CORACIIFORMES;resident;resident;0;128,0570379
Actenoides_monachus;Green-backed-Kingfisher;Actenoides_monachus;Blue-headed-Kingfisher;Actenoides_monachus;CORACIIFORMES;resident;resident;0;118,2973312
Actenoides_princeps;Scaly-Kingfisher;Actenoides_princeps;Scaly-breasted-Kingfisher;Actenoides_princeps;CORACIIFORMES;resident;resident;0;118,4647767
Actinodura_egertoni;Rusty-fronted-Barwing;Actinodura_egertoni;Rusty-fronted-Barwing;Actinodura_egertoni;PASSERIFORMES;resident;resident;0;198,4721542
Actinodura_morrisoniana;Taiwan-Barwing;Actinodura_morrisoniana;Taiwan-Barwing;Actinodura_morrisoniana;PASSERIFORMES;resident;resident;0;36,91937011
Actinodura_nipalensis;Hoary-throated-Barwing;Actinodura_nipalensis;Hoary-throated-Barwing;Actinodura_nipalensis;PASSERIFORMES;resident;resident;0;113,4650994
Actinodura_ramsayi;Spectacled-Barwing;Actinodura_ramsayi;Spectacled-Barwing;Actinodura_ramsayi;PASSERIFORMES;resident;resident;0;194,4511152
Actinodura_sodangorum;Black-crowned-Barwing;Actinodura_sodangorum;Black-crowned-Barwing;Actinodura_sodangorum;PASSERIFORMES;resident;resident;0;35,76263423
Actinodura_souliei;Streaked-Barwing;Actinodura_souliei;Streaked-Barwing;Actinodura_souliei;PASSERIFORMES;resident;resident;0;115,8910227
Actinodura_waldeni;Streak-throated-Barwing;Actinodura_waldeni;Streak-throated-Barwing;Actinodura_waldeni;PASSERIFORMES;resident;resident;0;193,5282566
Actitis_hypoleucos;Common-Sandpiper;Actitis_hypoleucos;Common-Sandpiper;Actitis_hypoleucos;CHARADRIIFORMES;strict_mig;long;4825,594603;4825,594603
Actitis_macularius;Spotted-Sandpiper;Actitis_macularius;Spotted-Sandpiper;Actitis_macularius;CHARADRIIFORMES;strict_mig;long;4139,829167;4139,829167
Actophilornis_africanus;African-Jacana;Actophilornis_africanus;African-Jacana;Actophilornis_africanus;CHARADRIIFORMES;resident;resident;0;1072,824867
Actophilornis_albinucha;Madagascar-Jacana;Actophilornis_albinucha;Madagascar-Jacana;Actophilornis_albinucha;CHARADRIIFORMES;resident;resident;0;116,4390988
Adelomyia_melanogenys;Speckled-Hummingbird;Adelomyia_melanogenys;Speckled-Hummingbird;Adelomyia_melanogenys;CAPRIMULGIFORMES;resident;resident;0;400,7906141
Aechmophorus_clarkii;Clarks-Grebe;Aechmophorus_clarkii;Clarks-Grebe;Aechmophorus_clarkii;PODICIPEDIFORMES;partial_mig;short;943,8918093;943,8918093
Aechmophorus_occidentalis;Western-Grebe;Aechmophorus_occidentalis;Western-Grebe;Aechmophorus_occidentalis;PODICIPEDIFORMES;partial_mig;short;1278,746848;1278,746848
Aegithalos_caudatus;Long-tailed-Tit;Aegithalos_caudatus;Long-tailed-Tit;Aegithalos_caudatus;PASSERIFORMES;resident;resident;0;1315,159283
Aegithalos_concinnus;Black-throated-Tit;Aegithalos_concinnus;Black-throated-Tit;Aegithalos_concinnus;PASSERIFORMES;resident;resident;0;508,5760858
Aegithalos_fuliginosus;White-necklaced-Tit;Aegithalos_fuliginosus;Sooty-Tit;Aegithalos_fuliginosus;PASSERIFORMES;resident;resident;0;143,0398719
Aegithalos_iouschistos;Black-browed-Tit;Aegithalos_iouschistos;Rufous-fronted-Tit;Aegithalos_iouschistos;PASSERIFORMES;resident;resident;0;185,4056988
Aegithalos_leucogenys;White-cheeked-Tit;Aegithalos_leucogenys;White-cheeked-Tit;Aegithalos_leucogenys;PASSERIFORMES;resident;resident;0;127,632531
Aegithalos_niveogularis;White-throated-Tit;Aegithalos_niveogularis;White-throated-Tit;Aegithalos_niveogularis;PASSERIFORMES;resident;resident;0;134,4429461
Aegithina_lafresnayei;Great-Iora;Aegithina_lafresnayei;Great-Iora;Aegithina_lafresnayei;PASSERIFORMES;resident;resident;0;355,7052673
Aegithina_nigrolutea;White-tailed-Iora;Aegithina_nigrolutea;Marshalls-Iora;Aegithina_nigrolutea;PASSERIFORMES;resident;resident;0;229,0563993
Aegithina_tiphia;Common-Iora;Aegithina_tiphia;Common-Iora;Aegithina_tiphia;PASSERIFORMES;resident;resident;0;778,5335323
Aegithina_viridissima;Green-Iora;Aegithina_viridissima;Green-Iora;Aegithina_viridissima;PASSERIFORMES;resident;resident;0;371,275736
Aegolius_acadicus;Northern-Saw-whet-Owl;Aegolius_acadicus;Northern-Saw-whet-Owl;Aegolius_acadicus;STRIGIFORMES;partial_mig;short;1055,802273;1055,802273
Aegolius_funereus;Boreal-Owl;Aegolius_funereus;Boreal-Owl;Aegolius_funereus;STRIGIFORMES;resident;resident;0;1503,008943
